"employee_id","dept_id","role_id","band","salary_annual_inr","performance","years_at_company","attrition","attrition_date","attrition_reason","promotion","training_count","training_hours","job_satisfaction","work_life_balance","overtime_hours_monthly","working_years","attrition_check"
"EMP0435","D02","R10","E2","766511.00",4,"5 years 6 mons 30 days","No",NULL,NULL,"No",5,40,4,4,18,"5",0
"EMP0436","D03","R12","E1","553324.00",1,"5 years 1 mon 25 days","No",NULL,NULL,"No",6,60,5,4,7,"5",0
"EMP0437","D07","R18","E2","770308.00",5,"8 years 3 mons 29 days","No",NULL,NULL,"No",0,0,3,3,19,"8",0
"EMP0438","D03","R12","E1","460226.00",3,"5 years 4 mons 11 days","No",NULL,NULL,"No",2,10,5,5,8,"5",0
"EMP0439","D03","R13","E3","1743180.00",4,"6 years 1 mon 5 days","No",NULL,NULL,"No",1,11,3,3,16,"6",0
"EMP0440","D02","R11","M1","2083038.00",4,"8 years 4 mons 21 days","No",NULL,NULL,"No",2,22,4,4,9,"8",0
"EMP0441","D01","R02","E2","1024778.00",2,"6 years 6 days","No",NULL,NULL,"No",1,5,3,3,11,"6",0
"EMP0442","D07","R18","E2","753402.00",4,"8 years 6 mons 19 days","No",NULL,NULL,"Yes",7,77,3,3,3,"8",0
"EMP0443","D02","R09","E1","404988.00",3,"1 year 2 mons 28 days","Yes","2024-01-29","Better Opportunity","No",5,40,5,5,12,"1",1
"EMP0444","D02","R10","E2","945584.00",5,"7 years 2 mons 10 days","No",NULL,NULL,"No",1,8,3,3,10,"7",0
"EMP0445","D05","R16","E2","882540.00",2,"5 years","No",NULL,NULL,"No",2,18,5,5,10,"5",0
"EMP0446","D01","R06","E2","770428.00",3,"5 years 9 days","No",NULL,NULL,"No",2,16,4,4,8,"5",0
"EMP0447","D08","R20","E4","2365452.00",4,"7 years 2 mons 21 days","No",NULL,NULL,"Yes",5,40,3,3,14,"7",0
"EMP0448","D09","R17","E1","358358.00",4,"8 years 9 mons 13 days","No",NULL,NULL,"No",2,14,4,4,6,"8",0
"EMP0449","D10","R06","E2","785731.00",3,"3 years 3 mons 21 days","No",NULL,NULL,"No",4,40,3,2,7,"3",0
"EMP0450","D02","R09","E1","470262.00",3,"5 years 7 mons 7 days","No",NULL,NULL,"No",1,8,3,3,11,"5",0
"EMP0451","D06","R17","E1","557828.00",5,"4 years 8 mons 15 days","No",NULL,NULL,"Yes",2,16,3,3,1,"4",0
"EMP0452","D04","R14","E1","513228.00",4,"7 years 6 mons 29 days","No",NULL,NULL,"No",2,22,4,5,9,"7",0
"EMP0453","D05","R06","E2","732002.00",2,"1 year 13 days","Yes","2024-01-15","Work Life Balance","No",2,16,3,3,7,"1",1
"EMP0454","D03","R06","E2","988202.00",4,"6 years 5 mons 18 days","No",NULL,NULL,"No",1,8,1,1,6,"6",0
"EMP0455","D02","R09","E1","529228.00",1,"1 mon 17 days","No",NULL,NULL,"No",2,20,4,5,14,"0",0
"EMP0456","D06","R07","E3","1380606.00",4,"9 years 4 mons 24 days","No",NULL,NULL,"No",1,7,4,3,6,"9",0
"EMP0457","D07","R18","E2","803287.00",2,"6 years 2 mons 25 days","No",NULL,NULL,"No",5,40,4,4,10,"6",0
"EMP0458","D07","R18","E2","609505.00",2,"8 years 7 mons 8 days","No",NULL,NULL,"No",1,9,4,4,0,"8",0
"EMP0459","D01","R05","M1","3078517.00",3,"9 years 24 days","No",NULL,NULL,"No",2,18,4,4,7,"9",0
"EMP0460","D01","R03","E3","1598482.00",2,"2 years 6 mons 16 days","No",NULL,NULL,"No",3,24,2,3,7,"2",0
"EMP0461","D02","R09","E1","515228.00",2,"5 years 11 mons 9 days","No",NULL,NULL,"No",0,0,3,4,10,"5",0
"EMP0462","D01","R02","E2","750887.00",3,"7 years 1 mon 30 days","No",NULL,NULL,"No",1,9,4,4,2,"7",0
"EMP0463","D07","R18","E2","633714.00",1,"2 years 9 mons 21 days","No",NULL,NULL,"No",1,6,3,2,13,"2",0
"EMP0464","D05","R16","E2","994639.00",4,"4 years 1 mon 13 days","Yes","2020-11-16","Work Life Balance","No",2,18,3,3,15,"4",1
"EMP0465","D06","R07","E3","1306086.00",2,"3 years 4 mons 22 days","No",NULL,NULL,"No",6,54,3,3,11,"3",0
"EMP0466","D03","R12","E1","486276.00",3,"2 years 11 mons 8 days","No",NULL,NULL,"No",0,0,3,2,8,"2",0
"EMP0214","D06","R17","E1","409441.00",5,"7 mons 27 days","No",NULL,NULL,"No",2,14,4,3,10,"0",0
"EMP0467","D07","R18","E2","680012.00",4,"8 years 1 mon 7 days","No",NULL,NULL,"No",0,0,4,5,16,"8",0
"EMP0468","D06","R17","E1","585931.00",4,"4 years 20 days","No",NULL,NULL,"Yes",5,40,3,3,0,"4",0
"EMP0469","D04","R15","M1","2075638.00",4,"1 year 9 mons 28 days","No",NULL,NULL,"Yes",3,33,2,2,16,"1",0
"EMP0470","D09","R10","E2","923967.00",4,"3 years 22 days","No",NULL,NULL,"No",2,14,2,2,11,"3",0
"EMP0471","D01","R05","M1","2897374.00",3,"9 mons 23 days","No",NULL,NULL,"No",0,0,4,3,0,"0",0
"EMP0472","D04","R14","E1","336134.00",4,"3 mons 2 days","No",NULL,NULL,"No",4,20,2,2,18,"0",0
"EMP0473","D01","R02","E2","738878.00",3,"11 mons 6 days","No",NULL,NULL,"No",3,24,3,3,14,"0",0
"EMP0474","D08","R20","E4","1883658.00",5,"5 years 7 mons 29 days","No",NULL,NULL,"Yes",1,9,3,3,1,"5",0
"EMP0475","D02","R09","E1","366367.00",5,"6 years 5 mons 27 days","No",NULL,NULL,"Yes",2,18,4,4,6,"6",0
"EMP0476","D01","R02","E2","1062880.00",3,"6 years 7 mons 14 days","Yes","2019-04-12","Better Opportunity","No",3,33,3,3,6,"6",1
"EMP0477","D01","R02","E2","958040.00",4,"7 years 2 mons 11 days","No",NULL,NULL,"No",4,40,3,2,5,"7",0
"EMP0478","D07","R18","E2","776988.00",2,"3 years 10 mons 10 days","No",NULL,NULL,"No",2,16,4,5,11,"3",0
"EMP0479","D06","R17","E1","584481.00",4,"3 years 9 mons 14 days","No",NULL,NULL,"No",1,6,3,3,9,"3",0
"EMP0241","D02","R09","E1","363136.00",4,"6 years 5 mons 10 days","No",NULL,NULL,"No",3,33,4,4,9,"6",0
"EMP0001","D03","R07","E3","1413856.00",4,"3 years 7 mons 8 days","No",NULL,NULL,"No",3,18,3,2,13,"3",0
"EMP0016","D04","R14","E1","491674.00",2,"5 years 6 mons 28 days","Yes","2019-07-03","Better Opportunity","No",2,14,5,5,6,"5",1
"EMP0017","D01","R05","M1","4080198.00",3,"1 year 11 mons 4 days","No",NULL,NULL,"No",3,24,3,2,2,"1",0
"EMP0018","D03","R13","E3","1846343.00",2,"6 years 6 mons 4 days","No",NULL,NULL,"No",2,16,3,2,6,"6",0
"EMP0019","D06","R17","E1","545786.00",1,"3 mons 2 days","No",NULL,NULL,"No",2,14,4,4,9,"0",0
"EMP0020","D05","R16","E2","821014.00",4,"2 mons 16 days","No",NULL,NULL,"No",1,6,3,2,13,"0",0
"EMP0021","D07","R18","E2","804454.00",3,"7 years 5 mons 19 days","No",NULL,NULL,"No",1,9,4,3,12,"7",0
"EMP0022","D03","R13","E3","1468974.00",3,"1 year 18 days","No",NULL,NULL,"No",6,66,4,5,12,"1",0
"EMP0023","D06","R17","E1","416235.00",3,"8 years 1 mon 24 days","No",NULL,NULL,"No",0,0,4,3,12,"8",0
"EMP0024","D06","R17","E1","469839.00",5,"2 years 10 mons 29 days","Yes","2024-03-21","Work Life Balance","No",2,16,5,5,6,"2",1
"EMP0025","D07","R18","E2","623919.00",3,"7 years 1 mon 2 days","No",NULL,NULL,"No",4,40,2,3,6,"7",0
"EMP0309","D01","R01","E1","366636.00",5,"2 years","No",NULL,NULL,"No",1,11,4,4,10,"2",0
"EMP0354","D02","R09","E1","555545.00",4,"4 years 1 mon 18 days","No",NULL,NULL,"No",2,18,4,3,3,"4",0
"EMP0002","D01","R03","E3","1801232.00",4,"5 years 9 mons 7 days","No",NULL,NULL,"No",1,6,1,1,10,"5",0
"EMP0003","D06","R06","E2","995217.00",2,"5 years 1 mon 30 days","No",NULL,NULL,"No",5,25,4,5,9,"5",0
"EMP0004","D06","R17","E1","595817.00",2,"7 years 10 mons 22 days","No",NULL,NULL,"No",3,18,5,5,10,"7",0
"EMP0005","D09","R10","E2","986766.00",4,"8 years 4 mons 15 days","No",NULL,NULL,"Yes",1,8,2,3,13,"8",0
"EMP0006","D01","R02","E2","1034212.00",3,"4 years 18 days","No",NULL,NULL,"No",3,18,1,1,13,"4",0
"EMP0007","D02","R09","E1","619940.00",5,"5 years 10 mons 12 days","No",NULL,NULL,"No",1,6,3,3,20,"5",0
"EMP0008","D02","R10","E2","643877.00",4,"4 mons 17 days","No",NULL,NULL,"No",1,10,3,3,12,"0",0
"EMP0009","D01","R02","E2","1049380.00",4,"2 years 5 mons 2 days","No",NULL,NULL,"No",4,20,3,3,7,"2",0
"EMP0378","D01","R02","E2","925401.00",4,"4 years 7 mons","No",NULL,NULL,"No",3,33,4,3,0,"4",0
"EMP0481","D02","R09","E1","489405.00",3,"3 years 3 mons 24 days","No",NULL,NULL,"No",2,22,3,3,4,"3",0
"EMP0482","D08","R20","E4","1846506.00",2,"4 years 8 mons 11 days","No",NULL,NULL,"No",3,18,3,3,6,"4",0
"EMP0483","D09","R17","E1","438320.00",1,"4 years 11 mons 9 days","No",NULL,NULL,"No",3,30,2,1,10,"4",0
"EMP0484","D01","R02","E2","727729.00",5,"1 year 8 mons 5 days","No",NULL,NULL,"No",3,30,5,4,21,"1",0
"EMP0485","D01","R03","E3","1736364.00",3,"10 mons 23 days","No",NULL,NULL,"No",1,7,3,4,10,"0",0
"EMP0486","D02","R10","E2","675850.00",3,"1 year 4 mons 17 days","No",NULL,NULL,"No",1,10,3,4,1,"1",0
"EMP0487","D01","R01","E1","559307.00",2,"2 years 6 mons 12 days","No",NULL,NULL,"No",5,35,4,4,13,"2",0
"EMP0488","D05","R06","E2","698604.00",4,"5 years 3 mons 19 days","No",NULL,NULL,"No",0,0,2,3,2,"5",0
